LV1,SPVolt,Mode,Kp,Ki,Kd,Output,Date
100.05,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:18:14.786922
100.18,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:18:15.782979
100.28,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:18:16.783037
100.36,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:18:17.783094
100.30,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:18:18.785151
100.21,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:18:19.789208
100.07,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:18:20.783265
99.87,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:21.785323
99.69,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:22.783380
99.54,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:23.783437
99.43,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:24.783494
99.29,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:25.783551
99.29,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:26.783609
99.16,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:27.783666
99.15,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:28.782723
99.15,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:29.782780
99.17,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:30.798838
99.18,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:31.784895
99.20,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:32.782952
99.21,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:33.783009
99.22,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:34.783066
99.24,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:35.783123
99.24,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:36.783180
99.29,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:37.783238
99.27,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:38.783295
99.24,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:39.783352
99.18,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:40.783409
99.16,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:41.782466
99.20,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:42.782524
99.25,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:43.783581
99.32,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:44.782638
99.37,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:45.782695
99.41,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:46.782752
99.43,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:47.782810
99.45,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:48.783867
99.52,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:49.782924
99.58,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:50.782981
99.67,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:51.786039
99.82,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:52.783096
100.00,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:53.783153
100.21,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:54.784210
100.43,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:55.783267
100.56,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:56.783324
100.64,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:57.783382
100.74,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:58.782439
100.87,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:18:59.782496
101.00,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:00.782553
101.14,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:01.782610
101.32,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:02.782668
101.53,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:03.783725
101.84,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:04.986794
101.84,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:05.784839
101.99,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:06.986908
102.03,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:07.985965
102.03,100.00,1,0.005000,0.000400,0.000500,573,2022-06-15 16:19:08.986022
102.05,100.00,1,0.005000,0.000400,0.000500,573,2022-06-15 16:19:09.987080
101.97,100.00,1,0.005000,0.000400,0.000500,573,2022-06-15 16:19:10.987137
101.75,100.00,1,0.005000,0.000400,0.000500,573,2022-06-15 16:19:11.989194
101.43,100.00,1,0.005000,0.000400,0.000500,573,2022-06-15 16:19:12.986251
101.17,100.00,1,0.005000,0.000400,0.000500,573,2022-06-15 16:19:13.986308
100.82,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:14.986366
100.39,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:15.986423
99.92,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:16.986480
99.92,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:17.986537
99.14,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:18.986594
99.14,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:19.985652
98.67,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:20.986709
98.55,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:21.985766
98.49,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:22.988823
98.43,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:23.991881
98.45,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:24.985938
98.50,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:25.986995
98.54,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:26.986052
98.58,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:28.003110
98.67,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:28.986166
98.81,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:29.984223
98.98,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:30.988281
99.14,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:31.986338
99.29,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:32.989395
99.46,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:33.989452
99.62,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:34.985509
99.73,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:35.984567
99.80,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:36.985624
99.91,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:37.985681
99.95,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:38.985738
99.95,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:39.989796
100.02,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:40.989853
100.02,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:41.985910
100.01,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:42.990967
100.11,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:43.986024
100.22,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:44.990082
100.37,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:45.988139
100.54,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:46.986196
100.65,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:47.986253
100.70,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:48.985310
100.62,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:49.985367
100.61,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:50.988425
100.45,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:51.985482
100.33,100.00,1,0.005000,0.000400,0.000500,570,2022-06-15 16:19:52.988539
100.19,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:53.985596
100.08,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:54.985653
100.06,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:55.986711
100.09,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:56.986768
100.12,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:57.989825
100.12,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:58.990882
100.13,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:19:59.991940
100.05,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:00.988997
100.05,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:01.988054
99.66,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:02.986111
99.66,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:03.986168
99.49,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:04.986225
99.18,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:05.985283
99.08,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:06.987340
99.03,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:07.985397
99.05,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:08.985454
99.19,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:09.986511
99.39,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:10.985569
99.39,100.00,1,0.005000,0.000400,0.000500,567,2022-06-15 16:20:11.989626
