LV1,SPVolt,Mode,Kp,Ki,Kd,Output,Date
98.27,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:39.934494
98.46,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:40.929551
98.46,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:41.932609
98.65,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:42.788658
98.65,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:43.932723
98.90,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:44.930780
98.90,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:45.733826
99.19,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:46.934895
99.19,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:47.933952
99.34,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:48.730997
99.34,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:49.931066
99.53,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:50.736112
99.53,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:51.932181
99.48,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:52.931238
99.48,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:53.932295
99.41,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:54.932352
99.41,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:55.732398
99.43,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:56.933467
99.43,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:57.931524
99.48,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:58.930581
99.48,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:12:59.931638
99.53,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:13:00.932695
99.53,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:13:01.938753
99.63,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:13:02.930810
99.63,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:13:03.730855
99.64,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:13:04.748914
99.64,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:13:05.933981
99.58,100.00,1,0.005000,0.000400,0.000500,580,2022-06-20 15:13:06.932038
99.58,100.00,1,0.005000,0.000400,0.000500,576,2022-06-20 15:13:07.932096
99.42,100.00,1,0.005000,0.000400,0.000500,576,2022-06-20 15:13:08.934153
99.42,100.00,1,0.005000,0.000400,0.000500,576,2022-06-20 15:13:09.740199
99.35,100.00,1,0.005000,0.000400,0.000500,576,2022-06-20 15:13:10.934267
99.35,100.00,1,0.005000,0.000400,0.000500,576,2022-06-20 15:13:11.737313
