LV1,SPVolt,Mode,Kp,Ki,Kd,Output,Date
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:42:52.596862
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:42:53.597919
0.27,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:42:54.596976
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:42:55.597033
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:42:56.597090
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:42:57.597148
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:42:58.611206
0.25,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:42:59.597262
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:00.600319
0.27,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:01.600377
0.25,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:02.597434
0.25,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:03.596491
0.25,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:04.597548
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:05.596605
0.27,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:06.597662
0.25,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:07.596720
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:08.596777
0.26,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:09.596834
0.24,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:10.596891
0.25,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:11.596948
0.25,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:12.597006
0.25,0.00,1,0.005000,0.000400,0.000500,1024,2022-04-13 11:43:13.597063
0.25,100.00,1,0.005000,0.000400,0.000500,852,2022-04-13 11:43:14.598120
0.25,100.00,1,0.005000,0.000400,0.000500,839,2022-04-13 11:43:15.598177
0.25,100.00,1,0.005000,0.000400,0.000500,826,2022-04-13 11:43:16.597234
0.25,100.00,1,0.005000,0.000400,0.000500,813,2022-04-13 11:43:17.597292
0.25,100.00,1,0.005000,0.000400,0.000500,800,2022-04-13 11:43:18.600349
0.24,100.00,1,0.005000,0.000400,0.000500,788,2022-04-13 11:43:19.597406
0.25,100.00,1,0.005000,0.000400,0.000500,775,2022-04-13 11:43:20.603464
0.25,100.00,1,0.005000,0.000400,0.000500,762,2022-04-13 11:43:21.596520
0.25,100.00,1,0.005000,0.000400,0.000500,749,2022-04-13 11:43:22.604578
0.23,100.00,1,0.005000,0.000400,0.000500,736,2022-04-13 11:43:23.596635
0.25,100.00,1,0.005000,0.000400,0.000500,724,2022-04-13 11:43:24.596692
0.25,100.00,1,0.005000,0.000400,0.000500,711,2022-04-13 11:43:25.603750
0.24,100.00,1,0.005000,0.000400,0.000500,698,2022-04-13 11:43:26.596806
0.24,100.00,1,0.005000,0.000400,0.000500,685,2022-04-13 11:43:27.596864
0.25,100.00,1,0.005000,0.000400,0.000500,672,2022-04-13 11:43:28.598921
0.25,100.00,1,0.005000,0.000400,0.000500,660,2022-04-13 11:43:29.596978
0.25,100.00,1,0.005000,0.000400,0.000500,647,2022-04-13 11:43:30.599035
0.27,100.00,1,0.005000,0.000400,0.000500,634,2022-04-13 11:43:31.597092
2.67,100.00,1,0.005000,0.000400,0.000500,628,2022-04-13 11:43:32.601150
4.19,100.00,1,0.005000,0.000400,0.000500,618,2022-04-13 11:43:33.597207
5.68,100.00,1,0.005000,0.000400,0.000500,608,2022-04-13 11:43:34.599264
5.68,100.00,1,0.005000,0.000400,0.000500,596,2022-04-13 11:43:35.599321
10.28,100.00,1,0.005000,0.000400,0.000500,592,2022-04-13 11:43:36.597378
13.13,100.00,1,0.005000,0.000400,0.000500,586,2022-04-13 11:43:37.596436
