LV1,SPVolt,Mode,Kp,Ki,Kd,Output,Date
-0.39,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:34.189962
-0.39,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:35.360029
-0.39,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:36.364086
-0.38,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:37.159131
-0.38,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:38.360200
-0.39,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:39.359257
-0.40,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:40.372315
-0.39,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:41.360372
-0.38,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:42.363429
-0.38,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:43.361486
-0.39,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:44.360543
-0.39,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:45.160589
-0.39,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:46.356658
-0.38,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:47.360715
-0.38,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:48.356772
-0.38,0.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:49.358829
-0.40,100.00,1,0.005000,0.000400,0.000500,1008,2022-05-04 12:54:50.355886
-0.38,100.00,1,0.005000,0.000400,0.000500,836,2022-05-04 12:54:51.359944
-0.38,100.00,1,0.005000,0.000400,0.000500,823,2022-05-04 12:54:52.360001
-0.37,100.00,1,0.005000,0.000400,0.000500,810,2022-05-04 12:54:53.156046
-0.39,100.00,1,0.005000,0.000400,0.000500,797,2022-05-04 12:54:54.325113
-0.38,100.00,1,0.005000,0.000400,0.000500,784,2022-05-04 12:54:55.360172
-0.37,100.00,1,0.005000,0.000400,0.000500,772,2022-05-04 12:54:56.359230
-0.37,100.00,1,0.005000,0.000400,0.000500,759,2022-05-04 12:54:57.360287
-0.38,100.00,1,0.005000,0.000400,0.000500,746,2022-05-04 12:54:58.360344
-0.37,100.00,1,0.005000,0.000400,0.000500,733,2022-05-04 12:54:59.361401
-0.37,100.00,1,0.005000,0.000400,0.000500,720,2022-05-04 12:55:00.360458
-0.38,100.00,1,0.005000,0.000400,0.000500,708,2022-05-04 12:55:01.359516
-0.39,100.00,1,0.005000,0.000400,0.000500,695,2022-05-04 12:55:02.366573
-0.39,100.00,1,0.005000,0.000400,0.000500,682,2022-05-04 12:55:03.360630
-0.38,100.00,1,0.005000,0.000400,0.000500,669,2022-05-04 12:55:04.359687
-0.32,100.00,1,0.005000,0.000400,0.000500,656,2022-05-04 12:55:05.359744
0.76,100.00,1,0.005000,0.000400,0.000500,644,2022-05-04 12:55:06.364802
2.14,100.00,1,0.005000,0.000400,0.000500,631,2022-05-04 12:55:07.356859
3.28,100.00,1,0.005000,0.000400,0.000500,621,2022-05-04 12:55:08.359916
4.91,100.00,1,0.005000,0.000400,0.000500,612,2022-05-04 12:55:09.359973
7.00,100.00,1,0.005000,0.000400,0.000500,602,2022-05-04 12:55:10.373031
9.87,100.00,1,0.005000,0.000400,0.000500,592,2022-05-04 12:55:11.362088
13.16,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:12.358145
16.75,100.00,1,0.005000,0.000400,0.000500,580,2022-05-04 12:55:13.360202
20.69,100.00,1,0.005000,0.000400,0.000500,576,2022-05-04 12:55:14.359259
25.10,100.00,1,0.005000,0.000400,0.000500,573,2022-05-04 12:55:15.367317
29.86,100.00,1,0.005000,0.000400,0.000500,570,2022-05-04 12:55:16.159362
34.76,100.00,1,0.005000,0.000400,0.000500,567,2022-05-04 12:55:17.162420
39.72,100.00,1,0.005000,0.000400,0.000500,567,2022-05-04 12:55:18.359488
44.78,100.00,1,0.005000,0.000400,0.000500,567,2022-05-04 12:55:19.360545
49.52,100.00,1,0.005000,0.000400,0.000500,570,2022-05-04 12:55:20.359602
54.12,100.00,1,0.005000,0.000400,0.000500,570,2022-05-04 12:55:21.361660
58.55,100.00,1,0.005000,0.000400,0.000500,573,2022-05-04 12:55:22.357717
62.69,100.00,1,0.005000,0.000400,0.000500,573,2022-05-04 12:55:23.161763
66.47,100.00,1,0.005000,0.000400,0.000500,576,2022-05-04 12:55:24.359831
69.86,100.00,1,0.005000,0.000400,0.000500,576,2022-05-04 12:55:25.359888
72.88,100.00,1,0.005000,0.000400,0.000500,580,2022-05-04 12:55:26.358946
75.60,100.00,1,0.005000,0.000400,0.000500,580,2022-05-04 12:55:27.361003
78.06,100.00,1,0.005000,0.000400,0.000500,580,2022-05-04 12:55:28.359060
80.20,100.00,1,0.005000,0.000400,0.000500,583,2022-05-04 12:55:29.360117
82.19,100.00,1,0.005000,0.000400,0.000500,583,2022-05-04 12:55:30.358174
83.85,100.00,1,0.005000,0.000400,0.000500,583,2022-05-04 12:55:31.362232
85.42,100.00,1,0.005000,0.000400,0.000500,583,2022-05-04 12:55:32.164278
86.74,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:33.364346
88.03,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:34.159392
89.15,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:35.157449
90.16,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:36.359518
91.04,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:37.357575
91.78,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:38.358632
92.50,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:39.359689
93.17,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:40.358746
93.78,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:41.363804
94.31,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:42.357861
94.74,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:43.158906
95.13,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:44.359975
95.54,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:45.358032
95.95,100.00,1,0.005000,0.000400,0.000500,589,2022-05-04 12:55:46.159078
96.22,100.00,1,0.005000,0.000400,0.000500,589,2022-05-04 12:55:47.359147
96.41,100.00,1,0.005000,0.000400,0.000500,589,2022-05-04 12:55:48.360204
96.58,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:49.367262
96.68,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:50.158307
96.84,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:51.358375
96.91,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:52.355432
97.02,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:53.158478
97.11,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:54.361547
97.11,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:55.362604
97.32,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:56.358661
97.40,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:57.157707
97.42,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:58.359776
97.58,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:55:59.362833
97.75,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:00.359890
97.88,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:01.358947
97.94,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:02.189995
98.12,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:03.363062
98.21,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:04.160108
98.39,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:05.359176
98.59,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:06.162222
98.74,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:07.361291
98.85,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:08.364348
98.98,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:09.358405
99.13,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:10.359462
99.23,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:11.359519
99.34,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:12.358577
99.45,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:13.355634
99.46,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:14.362691
99.47,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:15.357748
99.46,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:16.357805
99.49,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:17.359863
99.50,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:18.164909
99.57,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:19.358977
99.63,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:20.361034
99.65,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:21.158080
99.62,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:22.164137
99.57,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:23.160194
99.51,100.00,1,0.005000,0.000400,0.000500,586,2022-05-04 12:56:24.363263
