LV1,SPVolt,Output,Date,ST_Lv1
0,0,0,2022-11-17 09:49:10,0
100.04,100.00,586,2022-11-17 09:49:11,128
100.37,100.00,586,2022-11-17 09:49:12,128
100.55,100.00,586,2022-11-17 09:49:13,128
100.62,100.00,586,2022-11-17 09:49:14,128
100.60,100.00,586,2022-11-17 09:49:15,128
100.60,100.00,586,2022-11-17 09:49:16,128
100.65,100.00,586,2022-11-17 09:49:17,128
100.71,100.00,586,2022-11-17 09:49:18,128
100.78,100.00,586,2022-11-17 09:49:19,128
100.86,100.00,586,2022-11-17 09:49:20,128
100.86,100.00,586,2022-11-17 09:49:21,128
100.83,100.00,586,2022-11-17 09:49:22,128
100.82,100.00,586,2022-11-17 09:49:23,128
100.74,100.00,586,2022-11-17 09:49:24,128
100.68,100.00,586,2022-11-17 09:49:25,128
100.66,100.00,586,2022-11-17 09:49:26,128
100.65,100.00,586,2022-11-17 09:49:27,128
100.65,100.00,586,2022-11-17 09:49:28,128
100.57,100.00,586,2022-11-17 09:49:29,128
100.57,100.00,586,2022-11-17 09:49:30,128
100.57,100.00,586,2022-11-17 09:49:31,128
100.29,100.00,586,2022-11-17 09:49:32,128
100.07,100.00,586,2022-11-17 09:49:33,128
99.92,100.00,586,2022-11-17 09:49:34,128
99.84,100.00,586,2022-11-17 09:49:35,128
99.83,100.00,586,2022-11-17 09:49:36,128
99.85,100.00,586,2022-11-17 09:49:37,128
99.85,100.00,586,2022-11-17 09:49:38,128
100.12,100.00,586,2022-11-17 09:49:39,128
100.32,100.00,586,2022-11-17 09:49:40,128
100.32,100.00,586,2022-11-17 09:49:41,128
100.52,100.00,586,2022-11-17 09:49:42,128
101.00,100.00,586,2022-11-17 09:49:43,128
101.17,100.00,589,2022-11-17 09:49:44,128
101.30,100.00,589,2022-11-17 09:49:45,128
101.36,100.00,589,2022-11-17 09:49:46,128
101.31,100.00,589,2022-11-17 09:49:47,128
101.21,100.00,589,2022-11-17 09:49:48,128
101.10,100.00,589,2022-11-17 09:49:49,128
101.06,100.00,589,2022-11-17 09:49:50,128
101.03,100.00,589,2022-11-17 09:49:51,128
100.99,100.00,589,2022-11-17 09:49:52,128
100.92,100.00,589,2022-11-17 09:49:53,128
100.92,100.00,589,2022-11-17 09:49:54,128
100.79,100.00,589,2022-11-17 09:49:55,128
100.63,100.00,589,2022-11-17 09:49:56,128
100.51,100.00,589,2022-11-17 09:49:57,128
100.33,100.00,589,2022-11-17 09:49:58,128
100.06,100.00,589,2022-11-17 09:49:59,128
99.98,100.00,586,2022-11-17 09:50:00,128
99.86,100.00,586,2022-11-17 09:50:01,128
99.73,100.00,586,2022-11-17 09:50:02,128
99.65,100.00,586,2022-11-17 09:50:03,128
99.58,100.00,586,2022-11-17 09:50:04,128
99.61,100.00,586,2022-11-17 09:50:05,128
99.60,100.00,586,2022-11-17 09:50:06,128
99.60,100.00,586,2022-11-17 09:50:07,128
99.67,100.00,586,2022-11-17 09:50:08,128
99.73,100.00,586,2022-11-17 09:50:09,128
99.73,100.00,586,2022-11-17 09:50:10,128
99.79,100.00,586,2022-11-17 09:50:11,128
99.85,100.00,586,2022-11-17 09:50:12,128
100.04,100.00,586,2022-11-17 09:50:13,128
100.20,100.00,586,2022-11-17 09:50:14,128
100.45,100.00,586,2022-11-17 09:50:15,128
100.55,100.00,589,2022-11-17 09:50:16,128
100.66,100.00,589,2022-11-17 09:50:17,128
100.71,100.00,589,2022-11-17 09:50:18,128
100.71,100.00,589,2022-11-17 09:50:19,128
100.74,100.00,589,2022-11-17 09:50:20,128
100.76,100.00,589,2022-11-17 09:50:21,128
100.79,100.00,589,2022-11-17 09:50:22,128
100.75,100.00,589,2022-11-17 09:50:23,128
100.75,100.00,589,2022-11-17 09:50:24,128
100.57,100.00,589,2022-11-17 09:50:25,128
100.57,100.00,589,2022-11-17 09:50:26,128
100.43,100.00,589,2022-11-17 09:50:27,128
100.43,100.00,589,2022-11-17 09:50:28,128
100.09,100.00,589,2022-11-17 09:50:29,128
100.09,100.00,589,2022-11-17 09:50:30,128
99.96,100.00,589,2022-11-17 09:50:31,128
99.96,100.00,589,2022-11-17 09:50:32,128
99.95,100.00,589,2022-11-17 09:50:33,128
100.00,100.00,586,2022-11-17 09:50:34,128
100.03,100.00,589,2022-11-17 09:50:35,128
100.10,100.00,589,2022-11-17 09:50:36,128
100.21,100.00,589,2022-11-17 09:50:37,128
100.21,100.00,589,2022-11-17 09:50:38,128
100.21,100.00,589,2022-11-17 09:50:39,128
100.21,100.00,589,2022-11-17 09:50:40,128
100.12,100.00,589,2022-11-17 09:50:41,128
100.12,100.00,589,2022-11-17 09:50:42,128
99.95,100.00,589,2022-11-17 09:50:43,128
99.95,100.00,589,2022-11-17 09:50:44,128
99.68,100.00,589,2022-11-17 09:50:45,128
99.53,100.00,586,2022-11-17 09:50:46,128
99.21,100.00,586,2022-11-17 09:50:47,128
99.11,100.00,586,2022-11-17 09:50:48,128
99.11,100.00,586,2022-11-17 09:50:49,128
99.17,100.00,586,2022-11-17 09:50:50,128
99.27,100.00,586,2022-11-17 09:50:51,128
99.41,100.00,586,2022-11-17 09:50:52,128
99.57,100.00,586,2022-11-17 09:50:53,128
99.71,100.00,586,2022-11-17 09:50:54,128
99.79,100.00,586,2022-11-17 09:50:55,128
99.89,100.00,586,2022-11-17 09:50:56,128
100.01,100.00,586,2022-11-17 09:50:57,128
100.01,100.00,586,2022-11-17 09:50:58,128
100.09,100.00,586,2022-11-17 09:50:59,128
100.12,100.00,586,2022-11-17 09:51:00,128
100.25,100.00,586,2022-11-17 09:51:01,128
100.25,100.00,589,2022-11-17 09:51:02,128
100.55,100.00,589,2022-11-17 09:51:03,128
100.68,100.00,589,2022-11-17 09:51:04,128
100.78,100.00,589,2022-11-17 09:51:05,128
100.74,100.00,589,2022-11-17 09:51:06,128
100.70,100.00,589,2022-11-17 09:51:07,128
100.64,100.00,589,2022-11-17 09:51:08,128
100.54,100.00,589,2022-11-17 09:51:09,128
100.45,100.00,589,2022-11-17 09:51:10,128
100.32,100.00,589,2022-11-17 09:51:11,128
100.20,100.00,589,2022-11-17 09:51:12,128
100.13,100.00,589,2022-11-17 09:51:13,128
100.13,100.00,589,2022-11-17 09:51:14,128
100.00,100.00,589,2022-11-17 09:51:15,128
100.00,100.00,589,2022-11-17 09:51:16,128
99.72,100.00,589,2022-11-17 09:51:17,128
99.49,100.00,586,2022-11-17 09:51:18,128
99.05,100.00,586,2022-11-17 09:51:19,128
98.94,100.00,586,2022-11-17 09:51:20,128
98.93,100.00,586,2022-11-17 09:51:21,128
99.05,100.00,586,2022-11-17 09:51:22,128
99.14,100.00,586,2022-11-17 09:51:23,128
99.25,100.00,586,2022-11-17 09:51:24,128
99.35,100.00,586,2022-11-17 09:51:25,128
99.35,100.00,586,2022-11-17 09:51:26,128
99.28,100.00,586,2022-11-17 09:51:27,128
99.20,100.00,586,2022-11-17 09:51:28,128
99.12,100.00,586,2022-11-17 09:51:29,128
99.12,100.00,586,2022-11-17 09:51:30,128
99.09,100.00,586,2022-11-17 09:51:31,128
99.14,100.00,586,2022-11-17 09:51:32,128
99.27,100.00,586,2022-11-17 09:51:33,128
99.45,100.00,586,2022-11-17 09:51:34,128
99.81,100.00,586,2022-11-17 09:51:35,128
100.00,100.00,586,2022-11-17 09:51:36,128
100.09,100.00,586,2022-11-17 09:51:37,128
100.09,100.00,586,2022-11-17 09:51:38,128
100.33,100.00,586,2022-11-17 09:51:39,128
100.50,100.00,586,2022-11-17 09:51:40,128
100.57,100.00,589,2022-11-17 09:51:41,128
100.58,100.00,589,2022-11-17 09:51:42,128
100.52,100.00,589,2022-11-17 09:51:43,128
100.41,100.00,589,2022-11-17 09:51:44,128
100.27,100.00,589,2022-11-17 09:51:45,128
100.27,100.00,586,2022-11-17 09:51:46,128
100.06,100.00,586,2022-11-17 09:51:47,128
99.86,100.00,586,2022-11-17 09:51:48,128
99.61,100.00,586,2022-11-17 09:51:49,128
99.42,100.00,586,2022-11-17 09:51:50,128
98.99,100.00,586,2022-11-17 09:51:51,128
98.81,100.00,586,2022-11-17 09:51:52,128
98.67,100.00,586,2022-11-17 09:51:53,128
98.67,100.00,586,2022-11-17 09:51:54,128
98.70,100.00,586,2022-11-17 09:51:55,128
98.81,100.00,586,2022-11-17 09:51:56,128
98.83,100.00,586,2022-11-17 09:51:57,128
98.72,100.00,586,2022-11-17 09:51:58,128
98.57,100.00,583,2022-11-17 09:51:59,128
98.46,100.00,583,2022-11-17 09:52:00,128
98.46,100.00,583,2022-11-17 09:52:01,128
98.46,100.00,583,2022-11-17 09:52:02,128
98.48,100.00,583,2022-11-17 09:52:03,128
98.59,100.00,583,2022-11-17 09:52:04,128
