LV1,SPVolt,Mode,Kp,Ki,Kd,Output,Date
98.72,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:23.937706
98.57,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:24.737752
98.51,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:25.936820
98.51,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:26.935878
98.55,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:27.931935
98.65,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:28.736981
98.65,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:29.947050
98.82,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:30.732095
99.70,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:31.732152
99.95,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:32.740210
100.21,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:33.931278
100.34,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:34.935335
100.36,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:35.933392
100.32,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:36.933449
100.27,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:37.937507
100.18,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:38.937564
100.18,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:39.734610
100.13,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:40.732667
99.64,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:41.740724
99.34,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:42.934793
99.09,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:43.936850
98.87,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:45.525941
98.87,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:46.525998
98.66,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:47.529056
98.68,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:48.526113
98.80,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:49.526170
98.98,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:50.529227
99.23,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:51.547285
99.43,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:52.526341
99.76,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:53.525398
99.98,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:54.526456
100.13,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:55.525513
100.13,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:56.529570
100.17,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:57.525627
99.87,100.00,1,0.005000,0.000400,0.000500,570,2022-06-27 13:27:58.527685
99.62,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:27:59.525742
99.34,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:28:00.525799
99.11,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:28:01.525856
98.95,100.00,1,0.005000,0.000400,0.000500,567,2022-06-27 13:28:02.527913
