LV1,SPVolt,Output,Date
99.54,100.00,596,2022-08-09 16:19:15.319729
99.39,100.00,596,2022-08-09 16:19:16.345787
99.39,100.00,596,2022-08-09 16:19:17.338844
99.23,100.00,596,2022-08-09 16:19:18.334901
99.08,100.00,596,2022-08-09 16:19:19.329958
98.95,100.00,596,2022-08-09 16:19:20.356017
98.98,100.00,596,2022-08-09 16:19:21.344073
99.03,100.00,596,2022-08-09 16:19:22.332130
99.14,100.00,596,2022-08-09 16:19:23.327187
99.17,100.00,596,2022-08-09 16:19:24.330244
99.30,100.00,596,2022-08-09 16:19:25.351302
99.30,100.00,596,2022-08-09 16:19:26.346359
99.34,100.00,596,2022-08-09 16:19:27.336416
99.34,100.00,596,2022-08-09 16:19:28.344474
99.39,100.00,596,2022-08-09 16:19:29.340531
99.69,100.00,596,2022-08-09 16:19:30.323587
99.74,100.00,596,2022-08-09 16:19:31.327644
99.78,100.00,596,2022-08-09 16:19:32.327701
99.78,100.00,596,2022-08-09 16:19:33.363761
99.79,100.00,596,2022-08-09 16:19:34.339817
99.79,100.00,596,2022-08-09 16:19:35.341874
99.88,100.00,596,2022-08-09 16:19:36.329930
99.85,100.00,596,2022-08-09 16:19:37.338988
99.77,100.00,596,2022-08-09 16:19:38.320044
99.59,100.00,596,2022-08-09 16:19:39.336102
99.48,100.00,596,2022-08-09 16:19:40.324159
99.31,100.00,596,2022-08-09 16:19:41.371219
99.27,100.00,596,2022-08-09 16:19:42.347275
99.27,100.00,596,2022-08-09 16:19:43.341331
99.20,100.00,596,2022-08-09 16:19:44.355389
99.25,100.00,596,2022-08-09 16:19:45.353446
99.22,100.00,592,2022-08-09 16:19:46.329502
99.24,100.00,592,2022-08-09 16:19:47.344560
99.28,100.00,592,2022-08-09 16:19:48.371619
99.28,100.00,592,2022-08-09 16:19:49.346675
99.39,100.00,592,2022-08-09 16:19:50.365733
99.64,100.00,596,2022-08-09 16:19:51.345789
99.97,100.00,596,2022-08-09 16:19:52.348847
100.37,100.00,596,2022-08-09 16:19:53.342903
100.37,100.00,596,2022-08-09 16:19:54.767985
100.37,100.00,596,2022-08-09 16:19:55.332017
101.36,100.00,599,2022-08-09 16:19:56.346075
101.36,100.00,599,2022-08-09 16:19:57.344132
101.67,100.00,599,2022-08-09 16:19:58.324188
101.67,100.00,599,2022-08-09 16:19:59.325246
101.78,100.00,599,2022-08-09 16:20:00.331303
101.78,100.00,599,2022-08-09 16:20:01.336361
101.72,100.00,599,2022-08-09 16:20:02.345418
101.69,100.00,599,2022-08-09 16:20:03.336475
101.59,100.00,599,2022-08-09 16:20:04.345533
101.51,100.00,599,2022-08-09 16:20:05.333589
101.51,100.00,599,2022-08-09 16:20:06.345647
101.15,100.00,599,2022-08-09 16:20:07.338704
101.15,100.00,599,2022-08-09 16:20:08.321760
100.86,100.00,599,2022-08-09 16:20:09.383821
100.86,100.00,599,2022-08-09 16:20:10.346876
100.75,100.00,599,2022-08-09 16:20:11.337933
100.57,100.00,599,2022-08-09 16:20:12.337990
100.60,100.00,599,2022-08-09 16:20:13.329047
100.53,100.00,599,2022-08-09 16:20:14.339104
100.53,100.00,599,2022-08-09 16:20:15.348162
100.53,100.00,599,2022-08-09 16:20:16.347219
100.16,100.00,599,2022-08-09 16:20:17.347276
100.16,100.00,599,2022-08-09 16:20:18.348334
99.74,100.00,599,2022-08-09 16:20:19.334390
99.74,100.00,599,2022-08-09 16:20:20.329447
99.31,100.00,596,2022-08-09 16:20:21.371507
99.18,100.00,596,2022-08-09 16:20:22.355563
98.99,100.00,596,2022-08-09 16:20:23.338619
98.97,100.00,596,2022-08-09 16:20:24.363678
98.89,100.00,596,2022-08-09 16:20:25.336733
99.16,100.00,596,2022-08-09 16:20:26.348791
99.33,100.00,596,2022-08-09 16:20:27.341848
99.49,100.00,596,2022-08-09 16:20:28.337905
99.67,100.00,596,2022-08-09 16:20:29.321961
99.67,100.00,596,2022-08-09 16:20:30.328019
99.87,100.00,596,2022-08-09 16:20:31.347077
99.87,100.00,596,2022-08-09 16:20:32.338134
100.07,100.00,596,2022-08-09 16:20:33.331191
100.61,100.00,599,2022-08-09 16:20:34.341248
100.83,100.00,599,2022-08-09 16:20:35.327305
100.94,100.00,599,2022-08-09 16:20:36.331362
101.16,100.00,599,2022-08-09 16:20:37.332419
101.16,100.00,599,2022-08-09 16:20:38.332477
101.27,100.00,599,2022-08-09 16:20:39.345535
101.27,100.00,599,2022-08-09 16:20:40.330591
101.36,100.00,599,2022-08-09 16:20:41.343649
101.47,100.00,602,2022-08-09 16:20:42.319705
101.41,100.00,602,2022-08-09 16:20:43.329763
101.44,100.00,602,2022-08-09 16:20:44.337820
101.34,100.00,602,2022-08-09 16:20:45.333877
101.29,100.00,602,2022-08-09 16:20:46.333934
101.29,100.00,602,2022-08-09 16:20:47.349992
101.10,100.00,602,2022-08-09 16:20:48.318048
101.10,100.00,602,2022-08-09 16:20:49.331106
100.50,100.00,599,2022-08-09 16:20:50.326163
99.99,100.00,599,2022-08-09 16:20:51.348221
99.78,100.00,599,2022-08-09 16:20:52.329277
99.64,100.00,599,2022-08-09 16:20:53.334335
99.64,100.00,599,2022-08-09 16:20:54.333392
99.59,100.00,599,2022-08-09 16:20:55.331449
99.65,100.00,599,2022-08-09 16:20:56.335506
99.65,100.00,599,2022-08-09 16:20:57.330563
99.89,100.00,599,2022-08-09 16:20:58.320620
99.89,100.00,599,2022-08-09 16:20:59.345679
100.22,100.00,599,2022-08-09 16:21:00.345736
100.32,100.00,599,2022-08-09 16:21:01.372795
100.43,100.00,599,2022-08-09 16:21:02.342850
100.75,100.00,602,2022-08-09 16:21:03.343907
100.95,100.00,602,2022-08-09 16:21:04.325963
101.13,100.00,602,2022-08-09 16:21:05.326021
101.30,100.00,602,2022-08-09 16:21:06.345079
101.37,100.00,602,2022-08-09 16:21:07.356137
101.37,100.00,602,2022-08-09 16:21:08.337193
101.24,100.00,602,2022-08-09 16:21:09.322249
101.17,100.00,602,2022-08-09 16:21:10.336307
101.17,100.00,602,2022-08-09 16:21:11.335364
101.11,100.00,602,2022-08-09 16:21:12.334421
101.00,100.00,602,2022-08-09 16:21:13.337479
101.00,100.00,602,2022-08-09 16:21:14.341536
100.83,100.00,602,2022-08-09 16:21:15.337593
100.81,100.00,602,2022-08-09 16:21:16.320649
100.69,100.00,602,2022-08-09 16:21:17.350708
100.64,100.00,602,2022-08-09 16:21:18.359766
100.64,100.00,602,2022-08-09 16:21:19.321821
100.64,100.00,602,2022-08-09 16:21:20.338879
100.54,100.00,602,2022-08-09 16:21:21.363938
100.54,100.00,602,2022-08-09 16:21:22.347994
100.30,100.00,602,2022-08-09 16:21:23.319050
100.30,100.00,602,2022-08-09 16:21:24.363109
100.12,100.00,602,2022-08-09 16:21:25.356166
100.02,100.00,602,2022-08-09 16:21:26.331222
100.02,100.00,602,2022-08-09 16:21:27.344280
99.84,100.00,602,2022-08-09 16:21:28.413341
99.80,100.00,602,2022-08-09 16:21:29.325393
99.64,100.00,602,2022-08-09 16:21:30.325451
99.54,100.00,602,2022-08-09 16:21:31.320507
99.39,100.00,602,2022-08-09 16:21:32.331565
99.31,100.00,599,2022-08-09 16:21:33.328622
99.19,100.00,599,2022-08-09 16:21:34.331680
99.14,100.00,599,2022-08-09 16:21:35.327737
99.14,100.00,599,2022-08-09 16:21:36.342795
99.08,100.00,599,2022-08-09 16:21:37.347852
99.32,100.00,599,2022-08-09 16:21:38.332909
99.47,100.00,599,2022-08-09 16:21:39.336966
99.69,100.00,602,2022-08-09 16:21:40.323022
100.11,100.00,602,2022-08-09 16:21:41.340081
100.33,100.00,602,2022-08-09 16:21:42.328137
100.42,100.00,602,2022-08-09 16:21:43.332194
100.42,100.00,602,2022-08-09 16:21:44.343252
100.50,100.00,602,2022-08-09 16:21:45.333309
100.38,100.00,602,2022-08-09 16:21:46.343367
100.34,100.00,602,2022-08-09 16:21:47.364425
100.26,100.00,602,2022-08-09 16:21:48.329480
100.19,100.00,602,2022-08-09 16:21:49.342538
100.04,100.00,602,2022-08-09 16:21:50.329595
100.04,100.00,602,2022-08-09 16:21:51.334652
99.91,100.00,602,2022-08-09 16:21:52.389713
99.73,100.00,602,2022-08-09 16:21:53.339767
99.63,100.00,602,2022-08-09 16:21:54.335824
99.64,100.00,602,2022-08-09 16:21:55.332881
99.63,100.00,602,2022-08-09 16:21:56.321937
99.65,100.00,602,2022-08-09 16:21:57.325995
99.68,100.00,602,2022-08-09 16:21:58.332052
99.61,100.00,599,2022-08-09 16:21:59.323109
99.63,100.00,599,2022-08-09 16:22:00.327167
99.70,100.00,602,2022-08-09 16:22:01.350225
99.74,100.00,602,2022-08-09 16:22:02.333281
99.86,100.00,602,2022-08-09 16:22:03.327338
99.99,100.00,602,2022-08-09 16:22:04.333396
99.99,100.00,602,2022-08-09 16:22:05.332453
99.99,100.00,602,2022-08-09 16:22:06.318509
99.95,100.00,602,2022-08-09 16:22:07.334567
99.80,100.00,602,2022-08-09 16:22:08.321624
99.75,100.00,599,2022-08-09 16:22:09.329681
99.74,100.00,599,2022-08-09 16:22:10.336739
99.70,100.00,599,2022-08-09 16:22:11.332796
99.70,100.00,599,2022-08-09 16:22:12.322853
99.63,100.00,599,2022-08-09 16:22:13.331910
100.01,100.00,602,2022-08-09 16:22:14.339968
100.16,100.00,602,2022-08-09 16:22:15.339025
100.24,100.00,602,2022-08-09 16:22:16.324081
100.28,100.00,602,2022-08-09 16:22:17.347140
