LV1,SPVolt,Mode,Kp,Ki,Kd,Output,Date
-0.16,0.00,1,0.005000,0.000400,0.000500,698,2022-05-16 14:09:40.774462
-0.16,0.00,1,0.005000,0.000400,0.000500,698,2022-05-16 14:09:41.775519
-0.17,0.00,1,0.005000,0.000400,0.000500,698,2022-05-16 14:09:42.775576
-0.16,0.00,1,0.005000,0.000400,0.000500,698,2022-05-16 14:09:43.775633
-0.17,0.00,1,0.005000,0.000400,0.000500,698,2022-05-16 14:09:44.577679
-0.16,0.00,1,0.005000,0.000400,0.000500,698,2022-05-16 14:09:45.775748
-0.16,0.00,1,0.005000,0.000400,0.000500,698,2022-05-16 14:09:46.576793
-0.16,100.00,1,0.005000,0.000400,0.000500,698,2022-05-16 14:09:47.771862
-0.17,100.00,1,0.005000,0.000400,0.000500,525,2022-05-16 14:09:48.775919
-0.17,100.00,1,0.005000,0.000400,0.000500,512,2022-05-16 14:09:49.774976
0.00,100.00,1,0.005000,0.000400,0.000500,500,2022-05-16 14:09:50.772033
3.43,100.00,1,0.005000,0.000400,0.000500,487,2022-05-16 14:09:51.777091
9.59,100.00,1,0.005000,0.000400,0.000500,480,2022-05-16 14:09:52.775148
17.22,100.00,1,0.005000,0.000400,0.000500,477,2022-05-16 14:09:53.774205
25.78,100.00,1,0.005000,0.000400,0.000500,480,2022-05-16 14:09:54.775262
34.82,100.00,1,0.005000,0.000400,0.000500,484,2022-05-16 14:09:55.775320
43.79,100.00,1,0.005000,0.000400,0.000500,490,2022-05-16 14:09:56.775377
52.41,100.00,1,0.005000,0.000400,0.000500,496,2022-05-16 14:09:57.775434
60.55,100.00,1,0.005000,0.000400,0.000500,506,2022-05-16 14:09:58.775491
68.09,100.00,1,0.005000,0.000400,0.000500,512,2022-05-16 14:09:59.774548
74.80,100.00,1,0.005000,0.000400,0.000500,522,2022-05-16 14:10:00.773605
80.89,100.00,1,0.005000,0.000400,0.000500,528,2022-05-16 14:10:01.577651
86.14,100.00,1,0.005000,0.000400,0.000500,535,2022-05-16 14:10:02.774720
90.67,100.00,1,0.005000,0.000400,0.000500,541,2022-05-16 14:10:03.697773
