LV1,SPVolt,Output,Date,ST_Lv1
0,0,0,2022-11-26 11:22:52,0
100.95,100.00,567,2022-11-26 11:22:53,128
101.17,100.00,567,2022-11-26 11:22:54,128
101.32,100.00,567,2022-11-26 11:22:55,128
101.41,100.00,567,2022-11-26 11:22:56,128
101.48,100.00,567,2022-11-26 11:22:57,128
101.56,100.00,567,2022-11-26 11:22:58,128
101.63,100.00,567,2022-11-26 11:22:59,128
101.63,100.00,567,2022-11-26 11:23:00,128
101.56,100.00,567,2022-11-26 11:23:01,128
101.58,100.00,567,2022-11-26 11:23:02,128
101.65,100.00,567,2022-11-26 11:23:03,128
101.69,100.00,567,2022-11-26 11:23:04,128
101.76,100.00,567,2022-11-26 11:23:05,128
101.79,100.00,567,2022-11-26 11:23:06,128
101.84,100.00,567,2022-11-26 11:23:07,128
101.85,100.00,570,2022-11-26 11:23:08,128
101.85,100.00,570,2022-11-26 11:23:09,128
101.91,100.00,570,2022-11-26 11:23:10,128
101.85,100.00,570,2022-11-26 11:23:11,128
101.76,100.00,570,2022-11-26 11:23:12,128
101.58,100.00,570,2022-11-26 11:23:13,128
101.40,100.00,570,2022-11-26 11:23:14,128
101.23,100.00,570,2022-11-26 11:23:15,128
101.03,100.00,567,2022-11-26 11:23:16,128
100.81,100.00,567,2022-11-26 11:23:17,128
100.59,100.00,567,2022-11-26 11:23:18,128
100.45,100.00,567,2022-11-26 11:23:19,128
100.37,100.00,567,2022-11-26 11:23:20,128
100.25,100.00,567,2022-11-26 11:23:21,128
100.17,100.00,567,2022-11-26 11:23:22,128
100.12,100.00,567,2022-11-26 11:23:23,128
100.07,100.00,567,2022-11-26 11:23:24,128
99.99,100.00,567,2022-11-26 11:23:25,128
100.06,100.00,567,2022-11-26 11:23:26,128
100.14,100.00,567,2022-11-26 11:23:27,128
100.18,100.00,567,2022-11-26 11:23:28,128
100.27,100.00,567,2022-11-26 11:23:29,128
100.37,100.00,567,2022-11-26 11:23:30,128
100.42,100.00,567,2022-11-26 11:23:31,128
100.41,100.00,567,2022-11-26 11:23:32,128
100.39,100.00,567,2022-11-26 11:23:33,128
100.29,100.00,567,2022-11-26 11:23:34,128
100.20,100.00,567,2022-11-26 11:23:35,128
100.15,100.00,567,2022-11-26 11:23:36,128
100.11,100.00,567,2022-11-26 11:23:37,128
100.11,100.00,567,2022-11-26 11:23:38,128
100.08,100.00,567,2022-11-26 11:23:39,128
99.98,100.00,567,2022-11-26 11:23:40,128
