LV1,SPVolt,Output,Date
100.85,100.00,573,2022-08-02 17:55:14.301411
100.82,100.00,576,2022-08-02 17:55:15.301468
100.86,100.00,576,2022-08-02 17:55:16.320526
100.86,100.00,576,2022-08-02 17:55:17.311583
100.82,100.00,576,2022-08-02 17:55:18.306640
100.75,100.00,576,2022-08-02 17:55:19.301697
100.61,100.00,576,2022-08-02 17:55:20.301754
100.25,100.00,573,2022-08-02 17:55:21.316812
100.12,100.00,573,2022-08-02 17:55:22.306869
99.92,100.00,573,2022-08-02 17:55:23.306926
99.80,100.00,573,2022-08-02 17:55:24.301983
99.70,100.00,573,2022-08-02 17:55:25.317041
99.65,100.00,573,2022-08-02 17:55:26.311098
99.65,100.00,573,2022-08-02 17:55:27.307155
99.62,100.00,573,2022-08-02 17:55:28.301212
99.61,100.00,573,2022-08-02 17:55:29.313270
99.61,100.00,573,2022-08-02 17:55:30.316327
99.65,100.00,573,2022-08-02 17:55:31.365387
