LV1,SPVolt,Mode,Kp,Ki,Kd,Output,Date
0.05,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:10.209981
0.05,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:11.012027
0.05,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:12.210095
0.05,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:13.210152
0.06,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:14.209210
0.06,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:15.211267
0.05,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:16.210324
0.05,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:17.015370
0.04,0.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:18.101432
0.04,100.00,1,0.005000,0.000400,0.000500,989,2022-05-25 13:44:19.016485
0.05,100.00,1,0.005000,0.000400,0.000500,816,2022-05-25 13:44:20.016542
0.05,100.00,1,0.005000,0.000400,0.000500,804,2022-05-25 13:44:21.016599
0.05,100.00,1,0.005000,0.000400,0.000500,791,2022-05-25 13:44:22.016656
0.05,100.00,1,0.005000,0.000400,0.000500,778,2022-05-25 13:44:23.065716
0.06,100.00,1,0.005000,0.000400,0.000500,765,2022-05-25 13:44:24.027771
0.06,100.00,1,0.005000,0.000400,0.000500,752,2022-05-25 13:44:25.020828
0.06,100.00,1,0.005000,0.000400,0.000500,740,2022-05-25 13:44:26.016885
0.06,100.00,1,0.005000,0.000400,0.000500,727,2022-05-25 13:44:27.021942
0.05,100.00,1,0.005000,0.000400,0.000500,714,2022-05-25 13:44:28.016999
0.05,100.00,1,0.005000,0.000400,0.000500,701,2022-05-25 13:44:29.012056
0.05,100.00,1,0.005000,0.000400,0.000500,688,2022-05-25 13:44:30.017114
0.05,100.00,1,0.005000,0.000400,0.000500,676,2022-05-25 13:44:31.209182
0.06,100.00,1,0.005000,0.000400,0.000500,663,2022-05-25 13:44:32.210239
0.06,100.00,1,0.005000,0.000400,0.000500,650,2022-05-25 13:44:33.211296
1.02,100.00,1,0.005000,0.000400,0.000500,637,2022-05-25 13:44:34.209353
1.02,100.00,1,0.005000,0.000400,0.000500,624,2022-05-25 13:44:35.019400
