LV1,SPVolt,Output,Date
100.51,100.00,602,16:29:00
100.51,100.00,602,16:29:01
100.55,100.00,602,16:29:02
100.55,100.00,602,16:29:03
100.42,100.00,605,16:29:04
100.42,100.00,602,16:29:05
100.38,100.00,602,16:29:06
100.22,100.00,602,16:29:07
100.22,100.00,602,16:29:08
100.22,100.00,602,16:29:09
100.26,100.00,602,16:29:10
100.26,100.00,602,16:29:11
100.39,100.00,602,16:29:12
100.39,100.00,605,16:29:13
100.67,100.00,605,16:29:14
100.67,100.00,605,16:29:15
100.72,100.00,605,16:29:16
100.65,100.00,605,16:29:17
100.55,100.00,605,16:29:18
100.17,100.00,605,16:29:19
100.17,100.00,605,16:29:20
100.17,100.00,605,16:29:21
100.17,100.00,605,16:29:22
100.17,100.00,605,16:29:23
100.17,100.00,605,16:29:24
100.17,100.00,605,16:29:25
100.17,100.00,605,16:29:26
100.17,100.00,605,16:29:27
100.17,100.00,605,16:29:28
100.17,100.00,605,16:29:29
100.17,100.00,605,16:29:30
100.17,100.00,605,16:29:31
100.17,100.00,605,16:29:32
100.17,100.00,605,16:29:33
100.17,100.00,605,16:29:34
100.17,100.00,605,16:29:35
100.17,100.00,605,16:29:36
100.17,100.00,605,16:29:37
100.17,100.00,605,16:29:38
100.17,100.00,605,16:29:39
100.17,100.00,605,16:29:40
100.17,100.00,605,16:29:41
97.18,100.00,605,16:29:42
97.18,100.00,599,16:29:43
97.03,100.00,599,16:29:44
97.03,100.00,599,16:29:45
97.02,100.00,599,16:29:46
97.02,100.00,599,16:29:47
97.02,100.00,596,16:29:48
97.02,100.00,596,16:29:49
97.63,100.00,596,16:29:50
97.93,100.00,596,16:29:51
98.75,100.00,596,16:29:52
98.75,100.00,599,16:29:53
99.32,100.00,599,16:29:54
100.16,100.00,599,16:29:55
100.16,100.00,602,16:29:56
100.16,100.00,599,16:29:57
101.18,100.00,599,16:29:58
101.18,100.00,602,16:29:59
101.18,100.00,602,16:30:00
101.35,100.00,602,16:30:01
101.35,100.00,602,16:30:02
101.35,100.00,602,16:30:03
101.35,100.00,602,16:30:04
101.35,100.00,602,16:30:05
101.35,100.00,602,16:30:06
101.35,100.00,605,16:30:07
101.35,100.00,605,16:30:08
101.35,100.00,605,16:30:09
101.35,100.00,605,16:30:10
101.58,100.00,605,16:30:11
101.48,100.00,605,16:30:12
101.32,100.00,605,16:30:13
101.32,100.00,605,16:30:14
101.06,100.00,605,16:30:15
100.79,100.00,605,16:30:16
100.79,100.00,605,16:30:17
100.26,100.00,605,16:30:18
100.04,100.00,605,16:30:19
99.88,100.00,602,16:30:20
99.67,100.00,602,16:30:21
99.46,100.00,602,16:30:22
